id,movieId,title,genres,imdbId
1068,1322,Amityville 1992: It's About Time (1992),Horror,103678
1069,1323,Amityville 3-D (1983),Horror,85159
1070,1324,Amityville: Dollhouse (1996),Horror,115535
1071,1325,Amityville: A New Generation (1993),Horror,106262
1072,1326,Amityville II: The Possession (1982),Horror,83550
1073,1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767
1074,1328,"Amityville Curse, The (1990)",Horror,99030
1075,1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,71233
1076,1330,April Fool's Day (1986),Horror,90655
1077,1331,Audrey Rose (1977),Horror,75704
1078,1332,"Believers, The (1987)",Horror|Thriller,92632
1079,1333,"Birds, The (1963)",Horror|Thriller,56869
1080,1334,"Blob, The (1958)",Horror|Sci-Fi,51418
1081,1335,Blood Beach (1981),Horror|Mystery,82083
1082,1336,Body Parts (1991),Horror|Thriller,101492
1083,1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,37549
1084,1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,103874
1085,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,26138
1086,1341,Burnt Offerings (1976),Horror,74258
1087,1342,Candyman (1992),Horror|Thriller,103919
1088,1343,Cape Fear (1991),Thriller,101540
1089,1344,Cape Fear (1962),Crime|Drama|Thriller,55824
1090,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,74285
1091,1346,Cat People (1982),Drama|Fantasy|Horror,83722
1092,1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,87800
1093,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,13442
1094,1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,91651
1095,1350,"Omen, The (1976)",Horror|Mystery|Thriller,75005
1096,1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,115710
1097,1352,Albino Alligator (1996),Crime|Thriller,115495
1098,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,117057
1099,1354,Breaking the Waves (1996),Drama|Mystery,115751
1100,1355,Nightwatch (1997),Horror|Thriller,119791
1101,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731
1102,1357,Shine (1996),Drama|Romance,117631
1103,1358,Sling Blade (1996),Drama,117666
1104,1359,Jingle All the Way (1996),Children|Comedy,116705
1105,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,117293
1106,1363,"Preacher's Wife, The (1996)",Drama,117372
1107,1365,Ridicule (1996),Drama,117477
1108,1366,"Crucible, The (1996)",Drama,115988
1109,1367,101 Dalmatians (1996),Adventure|Children|Comedy,115433
1110,1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,110171
1111,1370,Die Hard 2 (1990),Action|Adventure|Thriller,99423
1112,1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945
1113,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,102975
1114,1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,98382
1115,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,84726
1116,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,88170
1117,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,92007
1118,1377,Batman Returns (1992),Action|Crime,103776
1119,1378,Young Guns (1988),Action|Comedy|Western,96487
1120,1379,Young Guns II (1990),Action|Western,100994
1121,1380,Grease (1978),Comedy|Musical|Romance,77631
1122,1381,Grease 2 (1982),Comedy|Musical|Romance,84021
1123,1382,Marked for Death (1990),Action|Drama,100114
1124,1384,"Substance of Fire, The (1996)",Drama,117773
1125,1385,Under Siege (1992),Action|Drama|Thriller,105690
1126,1387,Jaws (1975),Action|Horror,73195
1127,1388,Jaws 2 (1978),Horror|Thriller,77766
1128,1389,Jaws 3-D (1983),Action|Horror,85750
1129,1390,My Fellow Americans (1996),Comedy,117119
1130,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,116996
1131,1392,Citizen Ruth (1996),Comedy|Drama,115906
1132,1393,Jerry Maguire (1996),Drama|Romance,116695
1133,1394,Raising Arizona (1987),Comedy,93822
1134,1395,Tin Men (1987),Comedy|Drama,94155
1135,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,105435
1136,1397,Bastard Out of Carolina (1996),Drama,115633
1137,1398,In Love and War (1996),Romance|War,116621
1138,1399,Marvin's Room (1996),Drama,116999
1139,1401,Ghosts of Mississippi (1996),Drama,116410
1140,1404,Night Falls on Manhattan (1996),Crime|Drama,119783
1141,1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,115641
1142,1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,112769
1143,1407,Scream (1996),Comedy|Horror|Mystery|Thriller,117571
1144,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,104691
1145,1409,Michael (1996),Comedy|Drama|Fantasy|Romance,117038
1146,1410,"Evening Star, The (1996)",Comedy|Drama,116240
1147,1411,Hamlet (1996),Crime|Drama|Romance,116477
1148,1413,"Whole Wide World, The (1996)",Drama,118163
1149,1414,Mother (1996),Comedy,117091
1150,1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,118100
1151,1416,Evita (1996),Drama|Musical,116250
1152,1417,"Portrait of a Lady, The (1996)",Drama,117364
1153,1419,Walkabout (1971),Adventure|Drama,67959
1154,1420,Message to Love: The Isle of Wight Festival (1996),Documentary,117028
1155,1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,119731
1156,1423,Hearts and Minds (1996),Drama,116506
1157,1425,Fierce Creatures (1997),Comedy,119115
1158,1427,Turbulence (1997),Action|Thriller,120390
1159,1428,Angel Baby (1995),Drama,112362
1160,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,116704
1161,1430,Underworld (1996),Comedy|Thriller,120414
1162,1431,Beverly Hills Ninja (1997),Action|Comedy,118708
1163,1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,119664
1164,1433,The Machine (1994),Horror|Sci-Fi|Thriller,110425
1165,1437,"Cement Garden, The (1993)",Drama,106535
1166,1438,Dante's Peak (1997),Action|Thriller,118928
1167,1440,Amos & Andrew (1993),Comedy,106266
1168,1441,Benny & Joon (1993),Comedy|Romance,106387
1169,1442,Prefontaine (1997),Drama,119937
1170,1444,Guantanamera (1994),Comedy,109949
1171,1445,McHale's Navy (1997),Comedy|War,119640
1172,1446,Kolya (Kolja) (1996),Comedy|Drama,116790
1173,1447,Gridlock'd (1997),Crime,119225
1174,1449,Waiting for Guffman (1996),Comedy,118111
1175,1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,116754
1176,1453,"Beautician and the Beast, The (1997)",Comedy|Romance,118691
1177,1454,SubUrbia (1997),Comedy|Drama,120238
1178,1455,Hotel de Love (1996),Comedy|Romance,116565
1179,1456,"Pest, The (1997)",Comedy,119887
1180,1457,Fools Rush In (1997),Comedy|Drama|Romance,119141
1181,1458,Touch (1997),Drama|Fantasy|Romance,120357
1182,1459,Absolute Power (1997),Mystery|Thriller,118548
1183,1460,That Darn Cat (1997),Children|Comedy|Mystery,120317
1184,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,120434
1185,1463,That Old Feeling (1997),Comedy|Romance,120318
1186,1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,116922
1187,1465,Rosewood (1997),Action|Drama,120036
1188,1466,Donnie Brasco (1997),Crime|Drama,119008
1189,1468,Booty Call (1997),Comedy|Romance,118750
1190,1472,City of Industry (1997),Crime|Thriller,118859
1191,1473,Best Men (1997),Action|Comedy|Crime|Drama,118702
1192,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,119432
1193,1475,Kama Sutra: A Tale of Love (1996),Romance,116743
1194,1476,Private Parts (1997),Comedy|Drama,119951
1195,1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,120053
1196,1480,Smilla's Sense of Snow (1997),Drama|Thriller,120152
1197,1482,"Van, The (1996)",Comedy|Drama,118064
1198,1483,Crash (1996),Drama|Thriller,115964
1199,1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,116041
1200,1485,Liar Liar (1997),Comedy,119528
1201,1487,Selena (1997),Drama|Musical,120094
1202,1488,"Devil's Own, The (1997)",Action|Drama|Thriller,118972
1203,1489,Cats Don't Dance (1997),Animation|Children|Musical,118829
1204,1490,B*A*P*S (1997),Comedy,118663
1205,1493,Love and Other Catastrophes (1996),Romance,116931
1206,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,120389
1207,1497,Double Team (1997),Action,119013
1208,1498,Inventing the Abbotts (1997),Drama|Romance,119381
1209,1499,Anaconda (1997),Action|Adventure|Thriller,118615
1210,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229
1211,1501,Keys to Tulsa (1997),Crime,116762
1212,1502,Kissed (1996),Drama|Romance,116783
1213,1503,8 Heads in a Duffel Bag (1997),Comedy,118541
1214,1504,Hollow Reed (1996),Drama,113314
1215,1507,Paradise Road (1997),Drama|War,119859
1216,1508,Traveller (1997),Drama,120366
1217,1513,Romy and Michele's High School Reunion (1997),Comedy,120032
1218,1515,Volcano (1997),Action|Drama|Thriller,120461
1219,1516,Children of the Revolution (1996),Comedy,115886
1220,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,118655
1221,1518,Breakdown (1997),Action|Thriller,118771
1222,1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,120383
1223,1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,120479
1224,1526,Fathers' Day (1997),Comedy,119109
1225,1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,119116
1226,1529,Nowhere (1997),Comedy|Drama,119809
1227,1531,Losing Chase (1996),Drama,116920
1228,1532,Sprung (1997),Comedy,120190
1229,1535,Love! Valour! Compassion! (1997),Drama|Romance,119578
1230,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,117615
1231,1539,Twin Town (1997),Comedy|Crime,120394
1232,1541,Addicted to Love (1997),Comedy|Romance,118556
1233,1542,Brassed Off (1996),Comedy|Drama|Romance,115744
1234,1543,"Designated Mourner, The (1997)",Drama,118964
1235,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,119567
1236,1545,Ponette (1996),Drama,117359
1237,1546,Schizopolis (1996),Comedy,117561
1238,1549,Rough Magic (1995),Drama|Romance,114303
1239,1550,Trial and Error (1997),Comedy|Romance,120373
1240,1552,Con Air (1997),Action|Adventure|Thriller,118880
1241,1554,"Pillow Book, The (1996)",Drama|Romance,114134
1242,1555,"To Have, or Not (En avoir (ou pas)) (1995)",Drama,112951
1243,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,120179
1244,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,118688
1245,1563,Dream With the Fishes (1997),Drama,119019
1246,1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,120034
1247,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,119282
1248,1569,My Best Friend's Wedding (1997),Comedy|Romance,119738
1249,1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi,105569
1250,1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,115856
1251,1572,"Contempt (Mépris, Le) (1963)",Drama,57345
1252,1573,Face/Off (1997),Action|Crime|Drama|Thriller,119094
1253,1575,Gabbeh (1996),Drama,116384
1254,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,119654
1255,1581,Out to Sea (1997),Comedy,119848
1256,1582,Wild America (1997),Adventure|Children,120512
1257,1583,"Simple Wish, A (1997)",Children|Fantasy,120133
1258,1584,Contact (1997),Drama|Sci-Fi,118884
1259,1586,G.I. Jane (1997),Action|Drama,119173
1260,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,82198
1261,1588,George of the Jungle (1997),Children|Comedy,119190
1262,1589,Cop Land (1997),Action|Crime|Drama|Thriller,118887
1263,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,119081
1264,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,120177
1265,1592,Air Bud (1997),Children|Comedy,118570
1266,1593,Picture Perfect (1997),Comedy|Romance,119896
1267,1594,In the Company of Men (1997),Comedy|Drama,119361
1268,1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,119152
1269,1596,Career Girls (1997),Drama,118818
1270,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,118883
1271,1598,Desperate Measures (1998),Crime|Drama|Thriller,118966
1272,1599,Steel (1997),Action,120207
1273,1600,She's So Lovely (1997),Drama|Romance,120112
1274,1601,Hoodlum (1997),Crime|Drama|Film-Noir,119311
1275,1602,Leave It to Beaver (1997),Comedy,119509
1276,1603,Mimic (1997),Horror|Sci-Fi|Thriller,119675
1277,1604,Money Talks (1997),Action|Comedy,119695
1278,1605,Excess Baggage (1997),Adventure|Romance,119086
1279,1606,Kull the Conqueror (1997),Action|Adventure,119484
1280,1608,Air Force One (1997),Action|Thriller,118571
1281,1609,187 (One Eight Seven) (1997),Drama|Thriller,118531
1282,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,99810
1283,1611,My Own Private Idaho (1991),Drama|Romance,102494
1284,1612,"Kiss Me, Guido (1997)",Comedy,119465
1285,1613,Star Maps (1997),Drama,120197
1286,1614,In & Out (1997),Comedy,119360
1287,1615,"Edge, The (1997)",Adventure|Drama,119051
1288,1616,"Peacemaker, The (1997)",Action|Thriller|War,119874
1289,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488
1290,1619,Seven Years in Tibet (1997),Adventure|Drama|War,120102
1291,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,119468
1292,1621,Soul Food (1997),Drama,120169
1293,1623,Wishmaster (1997),Horror,120524
1294,1624,"Thousand Acres, A (1997)",Drama,120323
1295,1625,"Game, The (1997)",Drama|Mystery|Thriller,119174
1296,1626,Fire Down Below (1997),Action|Drama|Thriller,119123
1297,1627,U Turn (1997),Crime|Drama|Mystery,120399
1298,1629,"MatchMaker, The (1997)",Comedy|Romance,119632
1299,1631,"Assignment, The (1997)",Action|Thriller,118647
1300,1632,"Smile Like Yours, A (1997)",Comedy|Romance,120151
1301,1633,Ulee's Gold (1997),Drama,120402
1302,1635,"Ice Storm, The (1997)",Drama,119349
1303,1636,Stag (1997),Action|Thriller,120192
1304,1639,Chasing Amy (1997),Comedy|Drama|Romance,118842
1305,1640,How to Be a Player (1997),Comedy,119326
1306,1641,"Full Monty, The (1997)",Comedy|Drama,119164
1307,1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,116631
1308,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,119280
1309,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,119345
1310,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,118971
1311,1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,120029
1312,1647,Playing God (1997),Crime|Drama|Thriller,119906
1313,1648,"House of Yes, The (1997)",Comedy|Drama,119324
1314,1649,"Fast, Cheap & Out of Control (1997)",Documentary,119107
1315,1652,Year of the Horse (1997),Documentary,120539
1316,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,119177
1317,1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,119095
1318,1655,Phantoms (1998),Drama|Horror|Thriller,119891
1319,1657,Wonderland (1997),Comedy|Documentary,120529
1320,1658,"Life Less Ordinary, A (1997)",Romance|Thriller,119535
1321,1660,Eve's Bayou (1997),Drama,119080
1322,1661,Switchback (1997),Crime|Mystery|Thriller,119210
1323,1663,Stripes (1981),Comedy|War,83131
1324,1665,Bean (1997),Comedy,118689
1325,1667,Mad City (1997),Action|Drama,119592
1326,1668,One Night Stand (1997),Drama,119832
1327,1669,"Tango Lesson, The (1997)",Romance,120275
1328,1670,Welcome to Sarajevo (1997),Drama|War,120490
1329,1671,Deceiver (1997),Crime|Drama|Thriller,119527
1330,1672,"Rainmaker, The (1997)",Drama,119978
1331,1673,Boogie Nights (1997),Drama,118749
1332,1674,Witness (1985),Drama|Romance|Thriller,90329
1333,1676,Starship Troopers (1997),Action|Sci-Fi,120201
1334,1678,"Joy Luck Club, The (1993)",Drama|Romance,107282
1335,1680,Sliding Doors (1998),Drama|Romance,120148
1336,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,119707
1337,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,120382
1338,1683,"Wings of the Dove, The (1997)",Drama|Romance,120520
1339,1684,Mrs. Dalloway (1997),Drama|Romance,119723
1340,1686,Red Corner (1997),Crime|Thriller,119994
1341,1687,"Jackal, The (1997)",Action|Thriller,119395
1342,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,118617
1343,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,120483
1344,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,118583
1345,1692,Alien Escape (1995),Horror|Sci-Fi,112318
1346,1693,Amistad (1997),Drama|Mystery,118607
1347,1694,"Apostle, The (1997)",Drama,118632
1348,1696,Bent (1997),Drama|War,118698
1349,1699,"Butcher Boy, The (1997)",Comedy|Drama,118804
1350,1701,Deconstructing Harry (1997),Comedy|Drama,118954
1351,1702,Flubber (1997),Children|Comedy|Fantasy,119137
1352,1703,For Richer or Poorer (1997),Comedy,119142
1353,1704,Good Will Hunting (1997),Drama|Romance,119217
1354,1707,Home Alone 3 (1997),Children|Comedy,119303
1355,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,119668
1356,1713,Mouse Hunt (1997),Children|Comedy,119715
1357,1715,Office Killer (1997),Thriller,119819
1358,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,120082
1359,1719,"Sweet Hereafter, The (1997)",Drama,120255
1360,1721,Titanic (1997),Drama|Romance,120338
1361,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,120347
1362,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,119925
1363,1727,"Horse Whisperer, The (1998)",Drama|Romance,119314
1364,1728,"Winter Guest, The (1997)",Drama,120521
1365,1729,Jackie Brown (1997),Crime|Drama|Thriller,119396
1366,1730,Kundun (1997),Drama,119485
1367,1731,Mr. Magoo (1997),Comedy,119718
1368,1732,"Big Lebowski, The (1998)",Comedy|Crime,118715
1369,1733,Afterglow (1997),Drama|Romance,118566
1370,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,119590
1371,1735,Great Expectations (1998),Drama|Romance,119223
1372,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,118539
1373,1744,Firestorm (1998),Action|Adventure|Thriller,120670
1374,1746,Senseless (1998),Comedy,120820
1375,1747,Wag the Dog (1997),Comedy,120885
1376,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,118929
1377,1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,120478
1378,1752,Hard Rain (1998),Action|Crime|Thriller,120696
1379,1753,Half Baked (1998),Comedy,120693
1380,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,119099
1381,1755,Shooting Fish (1997),Comedy|Romance,120122
1382,1756,"Prophecy II, The (1998)",Horror,118643
1383,1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,112913
1384,1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,119815
1385,1760,Spice World (1997),Comedy,120185
1386,1762,Deep Rising (1998),Action|Horror|Sci-Fi,118956
1387,1767,Music From Another Room (1998),Drama|Romance,119734
1388,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,120008
1389,1771,Night Flier (1997),Horror,119784
1390,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,118747
1391,1777,"Wedding Singer, The (1998)",Comedy|Romance,120888
1392,1779,Sphere (1998),Sci-Fi|Thriller,120184
1393,1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,120782
1394,1784,As Good as It Gets (1997),Comedy|Drama|Romance,119822
1395,1785,King of New York (1990),Crime|Thriller,99939
1396,1788,Men with Guns (1997),Action|Drama,119656
1397,1791,Twilight (1998),Crime|Drama|Thriller,119594
1398,1792,U.S. Marshals (1998),Action|Crime|Thriller,120873
1399,1794,Love and Death on Long Island (1997),Comedy|Drama,119574
1400,1795,"Callejón de los milagros, El (1995)",Drama,112619
1401,1796,In God's Hands (1998),Action|Drama,140282
1402,1797,Everest (1998),Documentary|IMAX,120661
1403,1798,Hush (1998),Thriller,118744
1404,1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,120241
1405,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,120744
1406,1804,"Newton Boys, The (1998)",Crime|Drama,120769
1407,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,120890
1408,1806,Paulie (1998),Adventure|Children|Comedy,125454
1409,1807,"Cool, Dry Place, A (1998)",Drama,120642
1410,1809,Fireworks (Hana-bi) (1997),Crime|Drama,119250
1411,1810,Primary Colors (1998),Comedy|Drama,119942
1412,1812,Wide Awake (1998),Children|Comedy|Drama,120510
1413,1816,Two Girls and a Guy (1997),Comedy|Drama,124179
1414,1819,Storefront Hitchcock (1997),Documentary|Musical,120219
1415,1821,"Object of My Affection, The (1998)",Comedy|Romance,120772
1416,1822,Meet the Deedles (1998),Children|Comedy,120645
1417,1824,Homegrown (1998),Comedy|Thriller,119305
1418,1826,Barney's Great Adventure (1998),Adventure|Children,120598
1419,1827,"Big One, The (1997)",Comedy|Documentary,124295
1420,1831,Lost in Space (1998),Action|Adventure|Sci-Fi,120738
1421,1833,Mercury Rising (1998),Action|Drama|Thriller,120749
1422,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,120176
1423,1835,City of Angels (1998),Drama|Fantasy|Romance,120632
1424,1836,"Last Days of Disco, The (1998)",Comedy|Drama,120728
1425,1837,"Odd Couple II, The (1998)",Comedy,120773
1426,1839,My Giant (1998),Comedy,120765
1427,1840,He Got Game (1998),Drama,124718
1428,1841,"Gingerbread Man, The (1998)",Drama|Thriller,119196
1429,1844,Live Flesh (Carne trémula) (1997),Drama|Romance,118819
1430,1845,Zero Effect (1998),Comedy|Mystery|Thriller,120906
1431,1846,Nil By Mouth (1997),Drama,119792
1432,1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,118755
1433,1852,Love Walked In (1998),Drama|Thriller,118727
1434,1854,Kissing a Fool (1998),Comedy|Romance,120723
1435,1855,Krippendorf's Tribe (1998),Comedy,120725
1436,1856,Kurt & Courtney (1998),Documentary,138563
1437,1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,117786
1438,1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,120265
1439,1860,Character (Karakter) (1997),Drama,119448
1440,1861,Junk Mail (Budbringeren) (1997),Comedy|Thriller,118785
1441,1862,Species II (1998),Horror|Sci-Fi,120841
1442,1863,Major League: Back to the Minors (1998),Comedy,120742
1443,1864,Sour Grapes (1998),Comedy,120838
1444,1865,Wild Man Blues (1997),Documentary,141986
1445,1866,"Big Hit, The (1998)",Action|Comedy|Crime,120609
1446,1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,118925
1447,1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,119683
1448,1874,Still Breathing (1997),Comedy|Romance,120211
1449,1875,Clockwatchers (1997),Comedy,118866
1450,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,120647
1451,1878,Woo (1998),Comedy|Romance,120531
1452,1880,Lawn Dogs (1997),Drama,119506
1453,1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,120800
1454,1882,Godzilla (1998),Action|Sci-Fi|Thriller,120685
1455,1883,Bulworth (1998),Comedy|Drama|Romance,118798
1456,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,120669
1457,1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,120777
1458,1886,I Got the Hook Up (1998),Comedy,131436
1459,1887,Almost Heroes (1998),Adventure|Comedy|Western,119053
1460,1888,Hope Floats (1998),Comedy|Drama|Romance,119313
1461,1889,Insomnia (1997),Drama|Mystery|Thriller,119375
1462,1891,"Ugly, The (1997)",Horror|Thriller,120401
1463,1892,"Perfect Murder, A (1998)",Thriller,120787
1464,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,120828
1465,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,127723
1466,1896,Cousin Bette (1998),Comedy,118894
1467,1897,High Art (1998),Drama|Romance,139362
1468,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,118849
1469,1901,Dear Jesse (1997),Documentary,150290
1470,1902,Dream for an Insomniac (1996),Drama|Romance,116141
1471,1903,Hav Plenty (1997),Comedy,126938
1472,1904,Henry Fool (1997),Comedy|Drama,122529
1473,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,120762
1474,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,120902
1475,1910,I Went Down (1997),Comedy|Crime|Drama,126344
1476,1911,Dr. Dolittle (1998),Comedy,118998
1477,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,120780
1478,1913,Picnic at Hanging Rock (1975),Drama|Mystery,73540
1479,1914,Smoke Signals (1998),Comedy|Drama,120321
1480,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,118789
1481,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,120591
1482,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,122151
1483,1919,Madeline (1998),Children|Comedy,123987
1484,1920,Small Soldiers (1998),Animation|Children|Fantasy|War,122718
1485,1921,Pi (1998),Drama|Sci-Fi|Thriller,138704
1486,1922,Whatever (1998),Drama,140688
1487,1923,There's Something About Mary (1998),Comedy|Romance,129387
1488,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,52077
1489,1925,Wings (1927),Action|Drama|Romance|War,18578
1490,1926,"Broadway Melody, The (1929)",Musical,19729
1491,1927,All Quiet on the Western Front (1930),Action|Drama|War,20629
1492,1928,Cimarron (1931),Drama|Western,21746
1493,1929,Grand Hotel (1932),Drama|Romance,22958
1494,1931,Mutiny on the Bounty (1935),Adventure|Drama,26752
1495,1932,"Great Ziegfeld, The (1936)",Drama|Musical,27698
1496,1933,"Life of Emile Zola, The (1937)",Drama,29146
1497,1934,You Can't Take It with You (1938),Comedy|Romance,30993
1498,1935,How Green Was My Valley (1941),Drama|Musical|Romance,33729
1499,1936,Mrs. Miniver (1942),Drama|War,35093
1500,1937,Going My Way (1944),Comedy|Drama|Musical,36872
1501,1938,"Lost Weekend, The (1945)",Drama,37884
1502,1939,"Best Years of Our Lives, The (1946)",Drama|War,36868
1503,1940,Gentleman's Agreement (1947),Drama,39416
1504,1941,Hamlet (1948),Drama,40416
1505,1942,All the King's Men (1949),Drama,41113
1506,1943,"Greatest Show on Earth, The (1952)",Drama,44672
1507,1944,From Here to Eternity (1953),Drama|Romance|War,45793
1508,1945,On the Waterfront (1954),Crime|Drama,47296
1509,1946,Marty (1955),Drama|Romance,48356
1510,1947,West Side Story (1961),Drama|Musical|Romance,55614
